,16 17 17,17 17 17,18 17 17,
664.7,-54.8513,-136.348,-88.7577,
664.8,-54.8517,-136.341,-88.7581,
664.9,-54.8521,-136.335,-88.7585,
665,-54.8525,-136.328,-88.7588,
665.1,-54.8529,-136.322,-88.7592,
665.2,-54.8533,-136.316,-88.7595,
665.3,-54.8537,-136.31,-88.7598,
665.4,-54.8541,-136.304,-88.7601,
665.5,-54.8544,-136.298,-88.7605,
665.6,-54.8548,-136.292,-88.7608,
665.7,-54.8551,-136.286,-88.7611,
665.8,-54.8554,-136.281,-88.7614,
665.9,-54.8558,-136.276,-88.7616,
666,-54.8561,-136.27,-88.7619,
666.1,-54.8564,-136.265,-88.7622,
666.2,-54.8567,-136.26,-88.7625,
666.3,-54.857,-136.255,-88.7627,
666.4,-54.8572,-136.25,-88.763,
666.5,-54.8575,-136.245,-88.7632,
666.6,-54.8578,-136.24,-88.7635,
666.7,-54.858,-136.235,-88.7637,
666.8,-54.8583,-136.231,-88.764,
666.9,-54.8585,-136.226,-88.7642,
667,-54.8588,-136.222,-88.7644,
667.1,-54.859,-136.218,-88.7647,
667.2,-54.8593,-136.213,-88.7649,
667.3,-54.8595,-136.209,-88.7651,
667.4,-54.8597,-136.205,-88.7653,
667.5,-54.8599,-136.201,-88.7655,
667.6,-54.8601,-136.197,-88.7657,
667.7,-54.8603,-136.193,-88.7659,
667.8,-54.8606,-136.189,-88.7661,
667.9,-54.8608,-136.185,-88.7663,
668,-54.8609,-136.182,-88.7665,
668.1,-54.8611,-136.178,-88.7667,
668.2,-54.8613,-136.174,-88.7669,
668.3,-54.8615,-136.171,-88.767,
668.4,-54.8617,-136.167,-88.7672,
668.5,-54.8619,-136.164,-88.7674,
668.6,-54.862,-136.161,-88.7675,
668.7,-54.8622,-136.157,-88.7677,
668.8,-54.8624,-136.154,-88.7679,
668.9,-54.8625,-136.151,-88.768,
669,-54.8627,-136.148,-88.7682,
669.1,-54.8628,-136.145,-88.7683,
669.2,-54.863,-136.142,-88.7685,
669.3,-54.8631,-136.139,-88.7686,
669.4,-54.8633,-136.136,-88.7688,
669.5,-54.8634,-136.133,-88.7689,
669.6,-54.8636,-136.131,-88.7691,
669.7,-54.8637,-136.128,-88.7692,
669.8,-54.8639,-136.125,-88.7693,
669.9,-54.864,-136.122,-88.7695,
670,-54.8641,-136.12,-88.7696,
670.1,-54.8642,-136.117,-88.7697,
670.2,-54.8644,-136.115,-88.7698,
670.3,-54.8645,-136.112,-88.77,
670.4,-54.8646,-136.11,-88.7701,
670.5,-54.8647,-136.108,-88.7702,
670.6,-54.8649,-136.105,-88.7703,
670.7,-54.865,-136.103,-88.7704,
670.8,-54.8651,-136.101,-88.7705,
670.9,-54.8652,-136.099,-88.7707,
671,-54.8653,-136.096,-88.7708,
671.1,-54.8654,-136.094,-88.7709,
671.2,-54.8655,-136.092,-88.771,
671.3,-54.8656,-136.09,-88.7711,
671.4,-54.8657,-136.088,-88.7712,
671.5,-54.8658,-136.086,-88.7713,
671.6,-54.8659,-136.084,-88.7714,
671.7,-54.866,-136.082,-88.7715,
671.8,-54.8661,-136.08,-88.7716,
671.9,-54.8662,-136.078,-88.7716,
672,-54.8663,-136.077,-88.7717,
672.1,-54.8664,-136.075,-88.7718,
672.2,-54.8665,-136.073,-88.7719,
672.3,-54.8665,-136.071,-88.772,
672.4,-54.8666,-136.07,-88.7721,
672.5,-54.8667,-136.068,-88.7722,
672.6,-54.8668,-136.066,-88.7722,
672.7,-54.8669,-136.065,-88.7723,
672.8,-54.8669,-136.063,-88.7724,
672.9,-54.867,-136.062,-88.7725,
673,-54.8671,-136.06,-88.7725,
673.1,-54.8672,-136.059,-88.7726,
673.2,-54.8672,-136.057,-88.7727,
673.3,-54.8673,-136.056,-88.7728,
673.4,-54.8674,-136.054,-88.7728,
673.5,-54.8674,-136.053,-88.7729,
673.6,-54.8675,-136.052,-88.773,
673.7,-54.8676,-136.05,-88.773,
673.8,-54.8676,-136.049,-88.7731,
673.9,-54.8677,-136.048,-88.7732,
674,-54.8678,-136.046,-88.7732,
674.1,-54.8678,-136.045,-88.7733,
674.2,-54.8679,-136.044,-88.7733,
674.3,-54.868,-136.043,-88.7734,
674.4,-54.868,-136.042,-88.7735,
674.5,-54.8681,-136.04,-88.7735,
674.6,-54.8681,-136.039,-88.7736,
674.7,-54.8682,-136.038,-88.7736,
674.8,-54.8682,-136.037,-88.7737,
674.9,-54.8683,-136.036,-88.7737,
675,-54.8683,-136.035,-88.7738,
675.1,-54.8684,-136.034,-88.7738,
675.2,-54.8684,-136.033,-88.7739,
675.3,-54.8685,-136.032,-88.7739,
675.4,-54.8685,-136.031,-88.774,
675.5,-54.8686,-136.03,-88.774,
675.6,-54.8686,-136.029,-88.7741,
675.7,-54.8687,-136.028,-88.7741,
675.8,-54.8687,-136.027,-88.7742,
675.9,-54.8688,-136.026,-88.7742,
676,-54.8688,-136.025,-88.7743,
676.1,-54.8689,-136.024,-88.7743,
676.2,-54.8689,-136.023,-88.7744,
676.3,-54.8689,-136.023,-88.7744,
676.4,-54.869,-136.022,-88.7744,
676.5,-54.869,-136.021,-88.7745,
676.6,-54.8691,-136.02,-88.7745,
676.7,-54.8691,-136.019,-88.7746,
676.8,-54.8691,-136.019,-88.7746,
676.9,-54.8692,-136.018,-88.7746,
677,-54.8692,-136.017,-88.7747,
677.1,-54.8693,-136.016,-88.7747,
677.2,-54.8693,-136.016,-88.7747,
677.3,-54.8693,-136.015,-88.7748,
677.4,-54.8694,-136.014,-88.7748,
677.5,-54.8694,-136.014,-88.7748,
677.6,-54.8694,-136.013,-88.7749,
677.7,-54.8695,-136.012,-88.7749,
677.8,-54.8695,-136.012,-88.7749,
677.9,-54.8695,-136.011,-88.775,
678,-54.8696,-136.01,-88.775,
678.1,-54.8696,-136.01,-88.775,
678.2,-54.8696,-136.009,-88.7751,
678.3,-54.8696,-136.008,-88.7751,
678.4,-54.8697,-136.008,-88.7751,
678.5,-54.8697,-136.007,-88.7752,
678.6,-54.8697,-136.007,-88.7752,
678.7,-54.8698,-136.006,-88.7752,
678.8,-54.8698,-136.006,-88.7752,
678.9,-54.8698,-136.005,-88.7753,
679,-54.8698,-136.005,-88.7753,
679.1,-54.8699,-136.004,-88.7753,
679.2,-54.8699,-136.004,-88.7753,
679.3,-54.8699,-136.003,-88.7754,
679.4,-54.8699,-136.003,-88.7754,
679.5,-54.87,-136.002,-88.7754,
679.6,-54.87,-136.002,-88.7754,
679.7,-54.87,-136.001,-88.7755,
679.8,-54.87,-136.001,-88.7755,
679.9,-54.87,-136,-88.7755,
680,-54.8701,-136,-88.7755,
680.1,-54.8701,-135.999,-88.7755,
680.2,-54.8701,-135.999,-88.7756,
680.3,-54.8701,-135.999,-88.7756,
680.4,-54.8701,-135.998,-88.7756,
680.5,-54.8702,-135.998,-88.7756,
680.6,-54.8702,-135.997,-88.7756,
680.7,-54.8702,-135.997,-88.7757,
680.8,-54.8702,-135.997,-88.7757,
680.9,-54.8702,-135.996,-88.7757,
681,-54.8703,-135.996,-88.7757,
681.1,-54.8703,-135.996,-88.7757,
681.2,-54.8703,-135.995,-88.7757,
681.3,-54.8703,-135.995,-88.7758,
681.4,-54.8703,-135.994,-88.7758,
681.5,-54.8703,-135.994,-88.7758,
681.6,-54.8704,-135.994,-88.7758,
681.7,-54.8704,-135.994,-88.7758,
681.8,-54.8704,-135.993,-88.7758,
681.9,-54.8704,-135.993,-88.7759,
682,-54.8704,-135.993,-88.7759,
682.1,-54.8704,-135.992,-88.7759,
682.2,-54.8705,-135.992,-88.7759,
682.3,-54.8705,-135.992,-88.7759,
682.4,-54.8705,-135.991,-88.7759,
682.5,-54.8705,-135.991,-88.7759,
682.6,-54.8705,-135.991,-88.776,
682.7,-54.8705,-135.991,-88.776,
682.8,-54.8705,-135.99,-88.776,
682.9,-54.8706,-135.99,-88.776,
683,-54.8706,-135.99,-88.776,
683.1,-54.8706,-135.99,-88.776,
683.2,-54.8706,-135.989,-88.776,
683.3,-54.8706,-135.989,-88.7761,
683.4,-54.8706,-135.989,-88.7761,
683.5,-54.8706,-135.989,-88.7761,
683.6,-54.8706,-135.988,-88.7761,
683.7,-54.8706,-135.988,-88.7761,
683.8,-54.8707,-135.988,-88.7761,
683.9,-54.8707,-135.988,-88.7761,
684,-54.8707,-135.987,-88.7761,
684.1,-54.8707,-135.987,-88.7761,
684.2,-54.8707,-135.987,-88.7761,
684.3,-54.8707,-135.987,-88.7762,
684.4,-54.8707,-135.987,-88.7762,
684.5,-54.8707,-135.986,-88.7762,
684.6,-54.8707,-135.986,-88.7762,
684.7,-54.8707,-135.986,-88.7762,
684.8,-54.8708,-135.986,-88.7762,
684.9,-54.8708,-135.986,-88.7762,
685,-54.8708,-135.985,-88.7762,
685.1,-54.8708,-135.985,-88.7762,
685.2,-54.8708,-135.985,-88.7762,
685.3,-54.8708,-135.985,-88.7763,
685.4,-54.8708,-135.985,-88.7763,
685.5,-54.8708,-135.985,-88.7763,
685.6,-54.8708,-135.984,-88.7763,
685.7,-54.8708,-135.984,-88.7763,
685.8,-54.8708,-135.984,-88.7763,
685.9,-54.8708,-135.984,-88.7763,
686,-54.8709,-135.984,-88.7763,
686.1,-54.8709,-135.984,-88.7763,
686.2,-54.8709,-135.984,-88.7763,
686.3,-54.8709,-135.983,-88.7763,
686.4,-54.8709,-135.983,-88.7763,
686.5,-54.8709,-135.983,-88.7763,
686.6,-54.8709,-135.983,-88.7763,
686.7,-54.8709,-135.983,-88.7764,
686.8,-54.8709,-135.983,-88.7764,
686.9,-54.8709,-135.983,-88.7764,
687,-54.8709,-135.982,-88.7764,
687.1,-54.8709,-135.982,-88.7764,
687.2,-54.8709,-135.982,-88.7764,
687.3,-54.8709,-135.982,-88.7764,
687.4,-54.8709,-135.982,-88.7764,
687.5,-54.871,-135.982,-88.7764,
687.6,-54.871,-135.982,-88.7764,
687.7,-54.871,-135.982,-88.7764,
687.8,-54.871,-135.982,-88.7764,
687.9,-54.871,-135.981,-88.7764,
688,-54.871,-135.981,-88.7764,
688.1,-54.871,-135.981,-88.7764,
688.2,-54.871,-135.981,-88.7764,
688.3,-54.871,-135.981,-88.7764,
688.4,-54.871,-135.981,-88.7764,
688.5,-54.871,-135.981,-88.7765,
688.6,-54.871,-135.981,-88.7765,
688.7,-54.871,-135.981,-88.7765,
688.8,-54.871,-135.981,-88.7765,
688.9,-54.871,-135.98,-88.7765,
689,-54.871,-135.98,-88.7765,
689.1,-54.871,-135.98,-88.7765,
689.2,-54.871,-135.98,-88.7765,
689.3,-54.871,-135.98,-88.7765,
689.4,-54.871,-135.98,-88.7765,
689.5,-54.871,-135.98,-88.7765,
689.6,-54.8711,-135.98,-88.7765,
689.7,-54.8711,-135.98,-88.7765,
689.8,-54.8711,-135.98,-88.7765,
689.9,-54.8711,-135.98,-88.7765,
690,-54.8711,-135.98,-88.7765,
690.1,-54.8711,-135.98,-88.7765,
690.2,-54.8711,-135.979,-88.7765,
690.3,-54.8711,-135.979,-88.7765,
690.4,-54.8711,-135.979,-88.7765,
690.5,-54.8711,-135.979,-88.7765,
690.6,-54.8711,-135.979,-88.7765,
690.7,-54.8711,-135.979,-88.7765,
690.8,-54.8711,-135.979,-88.7765,
690.9,-54.8711,-135.979,-88.7765,
691,-54.8711,-135.979,-88.7765,
691.1,-54.8711,-135.979,-88.7766,
691.2,-54.8711,-135.979,-88.7766,
691.3,-54.8711,-135.979,-88.7766,
691.4,-54.8711,-135.979,-88.7766,
691.5,-54.8711,-135.979,-88.7766,
691.6,-54.8711,-135.979,-88.7766,
691.7,-54.8711,-135.979,-88.7766,
691.8,-54.8711,-135.978,-88.7766,
691.9,-54.8711,-135.978,-88.7766,
692,-54.8711,-135.978,-88.7766,
692.1,-54.8711,-135.978,-88.7766,
692.2,-54.8711,-135.978,-88.7766,
692.3,-54.8711,-135.978,-88.7766,
692.4,-54.8711,-135.978,-88.7766,
692.5,-54.8711,-135.978,-88.7766,
692.6,-54.8711,-135.978,-88.7766,
692.7,-54.8711,-135.978,-88.7766,
692.8,-54.8711,-135.978,-88.7766,
692.9,-54.8711,-135.978,-88.7766,
693,-54.8711,-135.978,-88.7766,
693.1,-54.8712,-135.978,-88.7766,
693.2,-54.8712,-135.978,-88.7766,
693.3,-54.8712,-135.978,-88.7766,
693.4,-54.8712,-135.978,-88.7766,
693.5,-54.8712,-135.978,-88.7766,
693.6,-54.8712,-135.978,-88.7766,
693.7,-54.8712,-135.978,-88.7766,
693.8,-54.8712,-135.978,-88.7766,
693.9,-54.8712,-135.978,-88.7766,
694,-54.8712,-135.977,-88.7766,
694.1,-54.8712,-135.977,-88.7766,
694.2,-54.8712,-135.977,-88.7766,
694.3,-54.8712,-135.977,-88.7766,
694.4,-54.8712,-135.977,-88.7766,
694.5,-54.8712,-135.977,-88.7766,
694.6,-54.8712,-135.977,-88.7766,
694.7,-54.8712,-135.977,-88.7766,
694.8,-54.8712,-135.977,-88.7766,
694.9,-54.8712,-135.977,-88.7766,
695,-54.8712,-135.977,-88.7766,
695.1,-54.8712,-135.977,-88.7766,
695.2,-54.8712,-135.977,-88.7766,
695.3,-54.8712,-135.977,-88.7766,
695.4,-54.8712,-135.977,-88.7766,
695.5,-54.8712,-135.977,-88.7766,
695.6,-54.8712,-135.977,-88.7766,
695.7,-54.8712,-135.977,-88.7766,
695.8,-54.8712,-135.977,-88.7766,
695.9,-54.8712,-135.977,-88.7766,
696,-54.8712,-135.977,-88.7766,
696.1,-54.8712,-135.977,-88.7767,
696.2,-54.8712,-135.977,-88.7767,
696.3,-54.8712,-135.977,-88.7767,
696.4,-54.8712,-135.977,-88.7767,
696.5,-54.8712,-135.977,-88.7767,
696.6,-54.8712,-135.977,-88.7767,
696.7,-54.8712,-135.977,-88.7767,
696.8,-54.8712,-135.977,-88.7767,
696.9,-54.8712,-135.977,-88.7767,
697,-54.8712,-135.977,-88.7767,
697.1,-54.8712,-135.977,-88.7767,
697.2,-54.8712,-135.977,-88.7767,
697.3,-54.8712,-135.977,-88.7767,
697.4,-54.8712,-135.977,-88.7767,
697.5,-54.8712,-135.977,-88.7767,
697.6,-54.8712,-135.977,-88.7767,
697.7,-54.8712,-135.977,-88.7767,
697.8,-54.8712,-135.976,-88.7767,
697.9,-54.8712,-135.976,-88.7767,
698,-54.8712,-135.976,-88.7767,
698.1,-54.8712,-135.976,-88.7767,
698.2,-54.8712,-135.976,-88.7767,
698.3,-54.8712,-135.976,-88.7767,
698.4,-54.8712,-135.976,-88.7767,
698.5,-54.8712,-135.976,-88.7767,
698.6,-54.8712,-135.976,-88.7767,
698.7,-54.8712,-135.976,-88.7767,
698.8,-54.8712,-135.976,-88.7767,
698.9,-54.8712,-135.976,-88.7767,
699,-54.8712,-135.976,-88.7767,
699.1,-54.8712,-135.976,-88.7767,
699.2,-54.8712,-135.976,-88.7767,
699.3,-54.8712,-135.976,-88.7767,
699.4,-54.8712,-135.976,-88.7767,
699.5,-54.8712,-135.976,-88.7767,
699.6,-54.8712,-135.976,-88.7767,
699.7,-54.8712,-135.976,-88.7767,
699.8,-54.8712,-135.976,-88.7767,
699.9,-54.8712,-135.976,-88.7767,
700,-54.8712,-135.976,-88.7767,
